Conference|Year|Title|Authors|Keywords|Abstract|Category|Decision|Raw Decision
ESEM|2016|Software structure evolution and relation to subgraph defectiveness|ana vrankovic,tihana galinac grbac|Software defect prediction,network graph,subgraphs,evolving complex systems|Background. Network analysis has been successfully applied in many applications to understand structure effects. In our previous study, we found that the software structure continuously evolve over the system releases and there is a correlation between system defectiveness and subgraph occurrence frequency in the software network graph. Aims. We aim to extend previous study to analyze the relation of structure evolution and defectiveness of subgraphs present in the software network graph. Method. We used basic statistic methods to study subgraph defectiveness across versions of system evolution and across different subgraph types. Results. Software versions have similar behavior in terms of average subgraph type defectiveness and subgraph frequency distributions. However, different subgraph types behave differently in respect to defectiveness distributions. Subgraph defectiveness are good predictors of the number of defects in system version. Conclusion. We found that subgraph defectiveness are good measure for predicting number of defects in system version.|None|reject|reject
ESEM|2016|An Empirical Study on Performance Bugs for Highly Configurable Software Systems|xue han,tingting yu|performance bugs,configurations,characteristics study|Modern computer systems are highly-configurable, complicating the testing and debugging process. The sheer size of the configuration space makes the quality of software even harder to achieve. Performance is one of the key aspects of non-functional qualities, where performance bugs can cause significant performance degradation and lead to poor user experience. However, performance bugs are difficult to expose, primarily because detecting them requires specific inputs, as well as a specific execution environment (e.g., configurations). While researchers have developed techniques to analyze, quantify, detect, and fix performance bugs, we conjecture that many of these techniques may not be effective in highly-configurable systems. In this paper, we study the challenges that configurability creates for handling performance bugs. We study 113 real-world performance bugs, randomly sampled from three highly-configurable open-source projects: Apache, MySQL and Firefox. The findings of this study provide a set of lessons learned and guidance to aid practitioners and researchers to better handle performance bugs in highly-configurable software systems.|None|accept|accept
ESEM|2016|Pitfalls and Challenges on Surveying Evidence in the Software Engineering Technical Literature: a Tertiary Study|talita ribeiro,jobson da silva,guilherme travassos|Systematic literature review,tertiary study,evidence based software engineering,methodology.|BACKGROUND: The number of novice researchers adopting systematic literature reviews (SLRs) as a research strategy to acquire evidence in Software Engineering (SE) has continuously grown. A SLR is intended to present a meticulous and fair research protocol, expecting more rigor in its process definition and execution in order to allow audit and consistency of results when replicated. Therefore, many guidelines have been proposed as a mean of minimizing researchers’ bias, providing guidance regarding its planning and accomplishment, and contributing to increase the confidence in the results. However, these positive initiatives are not enough to guarantee the consistency of results since different outcomes have been observed in SLR executions with similar intentions. AIMS: To investigate the planning, execution and generated outcomes of SLR research protocols when dealing with the same research question and performed by similar research teams of novice researchers along the time. Next, to characterize pitfalls and challenges on executing SLRs by novices in SE. METHOD: To qualitative evaluate and compare (using Jaccard similarity and Kappa agreement coefficients) same goal SLR research protocols and outcomes undertook by similar research teams along the time. RESULTS: From seven research protocols regarding quality attributes for use cases executed in 2010 and 2012, unexpected differences in the planning and execution were observed in all of them. Even when some agreement had been reached, the outcomes ended up different. Six main causes were observed. CONCLUSIONS: Researchers’ inexperience, lack of a common terminology regarding the problem domain, and lack of research protocol and outcomes verification (procedures and answers to the research question crosschecking) represent relevant pitfalls to use SLRs in SE. Hence, more attention has to be given when novices are undertaking SLRs in SE without the presence of a senior researcher. Besides, an in-depth understanding of the terminology used in the topic under investigation is mandatory, once it can support the organization of appropriate search strings (regarding their sensibility and precision) and the reporting of results.|None|reject|reject
ESEM|2016|Controlled Experiments with Student Participants in Software Engineering: A Systematic Mapping Study|marian daun,carolin hubscher,thorsten weyer|Controlled Experiments,Student Experiments,Student Participants|[Context] In software engineering research, emphasis is given to sound evaluations of new approaches. While industry surveys or industrial case studies are preferred to evaluate industrial applicability, controlled experiments with student participants are commonly used to determine measurements such as effectiveness and efficiency of a proposed approach. [Objectives] In this paper, we elaborate on the current state of the art of controlled experiments using student participants. As threats regarding the generalizability are quite obvious, we want to determine how widespread controlled experiments with student participants are and in which settings they are used. [Methods] This paper reports on a systematic mapping study using high-quality journals and conferences from the software engineering field as data sources. We scanned all papers published in the last five years and investigated all papers reporting student experiments in detail. [Results] From 2788 papers under investigation 175 report results from controlled experiments. 109 (62.3%) of these experiments have been conducted with student participants. Most experiments used undergraduate student participants, recruited students on a voluntary basis, and set them tasks to measure their comprehension. However, many experiments lack information regarding the students’ recruitment and other important factors. [Conclusions] Student participation in software engineering experiments can be seen as a common evaluation approach. In contrast, there seems to be little knowledge about the threats to validity in student experiments, as major drivers such as the recruitment are not reported at all.|None|reject|reject
ESEM|2016|Evidence Briefings: Towards a Medium to Transfer Knowledge from Systematic Reviews to Practitioners|bruno cartaxo,gustavo pinto,elton vieira,sergio soares|Software Engineering,Evidence-Based Software Engineering,Systematic Reviews,Knowledge Transfer,Evidence Briefings|Context: Integrate research evidence with practice is one of the main goals of evidence-based software engineering. However, recent studies show that the connection between systematic reviews and practitioners has not fully established. Goal: This paper presents the first steps towards a medium to transfer knowledge acquired from systematic reviews to practitioners. Method: We selected a set of systematic reviews identified by a tertiary study and extracted their findings to generate one-page Evidence Briefings to serve as mediums. A design specialist defined the briefings structure based on information design and gestalt principles. To evaluate the format and content of the briefings we conducted personal opinion surveys based on two groups: StackExchange users that posted questions in topics related to the reviews, and the authors of the selected reviews themselves. The former had a response rate of 21.9% (32 out 146) and the latter 31.8% (7 out of 22). Results: Practitioners rarely use systematic review research papers as mediums to acquire knowledge, since just 9% have told to do so. Both researchers and practitioners positively evaluated the evidence briefings, since 71% and 82% of the StackExchange users and systematic review authors, respectively, agreed or strongly agreed that the briefings' interface is clear. Conclusions: Researchers and practitioners were positive about the content and format of the evidence briefings we proposed. It is also possible to say that there is a gap between practitioners and systematic reviews due to the low percentage of practitioners that consume systematic reviews. The good reception of the evidence briefings from both sides show a possible route to reduce that gap.|None|accept|accept
ESEM|2016|How Systematic Reviews Cover Practitioners’ Needs: A Study on StackExchange Communities|bruno cartaxo,gustavo pinto,fernando kenji kamei,sergio soares|Software Engineering,Evidence-Based Software Engineering,Systematic Reviews,Practitioners,StackExchange,Q&A|Context: One of the main motivations behind Evidence-Based Software Engineering (EBSE) is to leverage the best evidence from research to practice. However, some studies suggest this goal is not being fully accomplished. Objective: This paper presents an assessment on how systematic reviews cover practitioners' needs. Method: We selected 24 systematic reviews identified by a comprehensive tertiary study. Using the search strings of the identified systematic review, we queried the most relevant questions of five active StackExchange communities related to software engineering. After a manual examination of the 1,860 returned questions, created by 1,288 users, we investigated whether our selection of systematic reviews could be used to answer those questions. Results: 505 (27.15%) out of 1,860 returned questions were considered in fact related to the systematic reviews, the others were false-positives. Our analysis showed that the systematic reviews can partially or totally answer 25.74% (130) of these questions. Conclusions: The low ratio of questions that could be answered by the systematic reviews suggests low coverage of practitioners' needs. Qualitative analysis on questions that could not be answered showed that one who wants to conduct a systematic review more connected with practitioners' needs should focus on (1) emerging software development topics and (2) improve the search strings. We also believe that researchers could analyze StackExchange questions on early stages of systematic review planning. It reveals how the research relates to practitioners' needs and also promotes insights that can be included on the systematic reviews' scope of investigation. We also created a list of suggestions that can increase the ratio of answered questions.|None|reject|reject
ESEM|2016|Software Project Managers’ Perceptions of Productivity Factors: Findings from a Qualitative Study|edson oliveira,marco cristo,emilia mendes,tayana conte|Perception,Productivity,Qualitative Study|Background – Despite that productivity plays an important role in numerous software development organizations, to date there is no standard way to measure developers’ productivity. In addition, the management of such human capital is mainly based on how project managers perceive productivity. Therefore, it is important to investigate what these perceptions are, and how they affect a software development organization. Aim – In this study, our main goal is to identify the perception of project managers about the productivity of developers and how such perception is applied in practice. Method – We employed a qualitative research methodology in which we interviewed 12 managers from three software development organizations in the city of Manaus (Brazil). We used semi-structured interviews for data collection and Grounded Theory-based procedures for data analysis. Results – We identified that the managers’ perceptions about developer productivity are influenced by four different factors: (1) tasks delivered on time, (2) produced artifacts that do not need rework, (3) products that meet stakeholders’ expectations, and (4) personal behavior such as focus and proactivity. Managers consider these perceptions mainly at three different situations: (a) when allocating developers to teams; (b) when aiming at improving the developers’ productivity; and (c) to support management decisions related to the developers’ careers. Conclusions – This qualitative study shows a perception of productivity different from the ones portrayed in other research papers. This suggests that the use of Grounded Theory-based procedures may provide a way to enrich our understanding of the phenomenon under investigation.|None|reject|reject
ESEM|2016|Group Learning and Performance in a Large-scale Software Project: Results and lessons learned|ricardo britto,darja smite,lars-ola damm|Large-scale software development,Global software engineering,Group learning,Team performance|Background: Research on teams originated from the social sciences and brought a number of new topics into the repertoire of software engineering. Teams and teamwork are recognized for the promised benefits of increased performance, innovation, and employee satisfaction. Existing research from related disciplines suggests that performance is improved through experience, and along with individual learning, members of a team support each others learning in a number of ways, resulting in what is recognized as group learning. Aims: In this paper we report our attempt to study the relationship between group learning and performance in a large-scale software project. Method: We conducted an exploratory case study using as a case an on-going project that has been conducted for over fifteen years in Ericsson. The investigated data was collected through archival research and both unstructured and semi-structured interviews. We analyzed the collected data using descriptive statistics, charts and regression analysis. Results: Our results show that the investigated teams failed to improve their performance over time (measured herein as productivity), i.e. the accumulated experience is not leading to performance improvements. We made an attempt to identify possible factors that are associated with the absence of performance improvements, however the approach employed herein led us to inconclusive results. Conclusions: Although the results are inconclusive, our hunch is that the fact that the members of the investigated teams did not work together must of the time led them to failure to improve their performance over time. In addition, the fact that they worked simultaneously in different work items could have hinder their performance. However, we believe that further research must be conducted to provide a stronger evidence about the identified result. Based on the experience acquired by conducting this study, we report some lessons learned that can support researchers and practitioners when investigating the topic addressed in this paper.|None|reject|reject
ESEM|2016|Software Instability Analysis Based on Afferent and Efferent Coupling Measures|danilo batista dos santos,antonio maria pereira de resende,eudes de castro lima,andre freire|software instability analysis,afferent coupling,efferent coupling|Software instability measures indicate the degree of susceptibility of needing to make modifications in given entities caused by changes in other related software entities. If there is low instability, then there is evidence that the analyzed entity has little dependence on others. Otherwise, there is evidence that the analyzed entity is sensi-tive to changes occurring in other entities. In the latter case, soft-ware reconstruction could be necessary. Consequently, the higher the value of instability in an entity the more vulnerable it is to unex-pected changes, even if the entity does not suffer direct changes in its code. This article presents an instability measure analysis ob-serving reference values published in scientific articles, and refer-ence values practiced in the open source market. This article adopts the instability definition of Martin [2] that depends on the afferent (Ca) and efferent (Ce) coupling metrics. After conducting a system-atic literature review (SLR), it was noted that there is a shortage of reference values in scientific articles. The authors performed a statistical analysis of instability measures in 107 free software products, involving three different versions of each, totaling 321 product versions. A little less than half (48%) of software products had high instability equal to 1, the maximum value allowed, and the instability average obtained was 0.7. Based on results of this paper, we conclude that several of software have a high instability and keep it high through the releases analyzed. More analysis is neces-sary to confirm this behavior about instability of software through time.|None|reject|reject
ESEM|2016|An Empirical-Based Model for Effort Estimation in Software Reengineering Projects|silvia nunes das dores,duncan dubugras alcoba ruiz|Case Study,Effort Estimation,Empirical Study,Software Reengineering|Background. Effort estimation is one of the core activities of a software development project because it is used for many purposes, such as cost estimation, scheduling, resource allocation and software investment. In the specific context of software reengineering projects, there is a lack of literature of related work and little is known about how the effort estimation is done in practice. Goal. We aim to identify the factors that impact on effort estimation in software reengineering projects, and apply these factors to improve the estimation process. Method. We performed an empirical study in a set of organizations that carry out software reengineering. This approach included an interview study and a case study. Results. We propose a model to support effort estimation in software reengineering projects. This model is based on related literature, best practices, challenges and lessons learned identified in the empirical study. The model includes steps for estimation planning, implementation, monitoring, and continuous improvement. Conclusions. Our findings bring important contribution to the industry and academy. Practitioners can be aware of what may impact the effort estimation in reengineering projects and what can be done to minimize the impact of faced challenges, while researchers can acquire further knowledge of the topic by replicating our study and by providing the industry with processes and tools to improve effort estimation practices.|None|reject|reject
ESEM|2016|Reviewing the Postulates of Agile Methods from the perspective of Argyris’ Theories of Action|diana pereira,fabio q. b. da silva,cesar franca|Management,Agile,Human Factors|Context: Agile methods became popular since its Manifesto publication in 2001, which consolidates a set of propositions built around principles based on trust and self-organizing teams. However, the Agile Manifesto does not suggest an explicit way to achieve it. Background: Argyris has long studied organizations, and proposed a very consistent framework to explain how people can relate to each other in order to be trustful and productive, to build healthy organizations. Objective: this article aims to investigate similarities and divergences between the principles behind the Agile methods and the Argyris’ Theories of Action, as a first step towards an adaptation of Argyris’ framework as a tool to facilitate the construction of truly agile organizations. Method: this article follows a subset of the steps of a meta-ethnographic method to synthesize studies on both subjects. Results: We were able to match codes and categories involving both field, with a total of 17 categories and 4  central ones which seem to be the essential correlation between both. Conclusion: We have found that there are clear intersections between the Agile principles and the Theories of Action, on subjects such as categories named access to information, and clarity of information, which are the bases of good communication process. There are also found some divergent categories when comparing one theory to another, but it is also important to phrase that they seem to be internal inconsistency on the subject focused for Agile postulates.|None|reject|reject
ESEM|2016|Effectiveness Assessment of an Early Testing Technique using Mutation Testing|maria fernanda granda,nelly condori-fernandez,tanja e. j. vos,oscar pastor|Test Suite effectivenes,Effectiveness Assessment,Mutation Testing,Conceptual Schemas testing,Class Diagram mutation|While modern software development technologies enhance the capabilities of model-based/driven development, they introduce challenges for testers such as how to perform an early testing at model level to ensure the quality of the model. In this paper, we present an early testing technique supported by the CoSTest tool, which is empirically evaluated with respect to its effectiveness in terms of its fault detection ability in Conceptual Schemas (CS) and test suites adequacy. This evaluation is carried out by mutation testing with seven Conceptual Schemas that represent the functionality of different software systems. Our findings show that (1) CoSTest effectiveness for detecting faults and the adequacy of the test suites are affected by the mutant type where is executed, achieving better effectiveness in detecting fault types and test suite adequacy in a high order mutant, (2) test suites generated by CoSTest are effective at killing a large number of mutants, (3) there are fault types that our test suites cannot detect.|None|reject|reject
ESEM|2016|Understanding confounding variables in experimental replications for comparing Security tactics and patterns|gilberto pedraza garcia,rene noel,santiago matalonga,hernan astudillo,eduardo b. fernandez|Tactics,Security Patterns,Experimental Software Engineering,Secure Software Design|Context: Security Patterns and Architectural Tactics have been proposed to design secure software systems.  Both approaches systematize design decisions selection for security threats mitigation, but there is no empirical evidence of their comparative impact on products’ quality. Aims: Comparing techniques for threat identification and mitigation, regarding efficacy (quality) and efficiency (effort).  Method and results: An initial experimental study to compare security patterns and security tactics yield no difference in threat mitigation, but relevant difference in threat identification quality. A first replication focused on threat identification and compared two techniques (MUA and MAST), finding no significant difference in quality and effort. A second replication compared both techniques against an ad-hoc approach, and found significant evidence that the latter finds more threats.  Conclusions: Several confounding factors may lead to this counterintuitive result: training, subjects’ experience, and time boxing. We also discuss how the changes in the experimental design and redesign process helped us to understand the phenomena under study.|None|reject|reject
ESEM|2016|Towards a Substantive Theory of Decision-Making in Software Project Management: Preliminary Findings from a Qualitative Study|jose adson da cunha,fabio q. b. da silva,hermano de moura,francisco vasconcellos|Software Project Management,Decision-Making,Qualitative Study|Background: In software project management, the decision-making process is a complex set of tasks largely based on human relations and on specific knowledge and individual cultural background. The factors that affect the decisions of the software project managers (SPMs) as well as their potential consequences require attention because project delays and failures are usually related to a series of poor decisions. Aims: To understand how SPMs make decisions by how they interpret their experiences in the workplace. Further, to identify antecedents and consequences of those decisions towards increasing the effectiveness of project management. We also aim to refine the research design for future investigations. Method: Semi-structured interviews were carried out with SPMs from a Brazilian large governmental organization. From the initial analysis we found that the phenomenon is context dependent and conducted interviews with SPMs from a Brazilian large private organization. Results: We found that decision-making in software project management is based on knowledge sharing in which the SPM acts as a facilitator before making decisions. This phenomenon is influenced by individual factors, such as experience, organizational ability, communication, negotiation, and systemic view of the project and by contextual factors such as the autonomy of the SPM and team members' technical competence. Also, these factors are mediated by cognitive biases. Conclusions: Due to the uncertainty and dynamism inherent to software projects, the SPMs focus on making, monitoring and adjusting decisions in an argument-driven way. From the initial relationships among the identified factors, the research design was refined.|None|accept|accept
ESEM|2016|Software Requirements Specification in Agile Projects: an Empirical Study|juliana medeiros,alexandre vasconcelos,carla silva,amanda sarmento|Requirements Specification,Agile Methods,Empirical studies|Background: Requirements specification is considered as one of the challenges that have compromised the adoption of agile methods. Empirical studies in industry point out that user stories have proved to be superficial specifications. Inadequate specification increases the effort required for coding, testing, and maintenance. Aims: The objective of this study was to evaluate a process called Requirements Agile Process (RAP) that uses a new technique to specify requirements in agile projects. This technique is called User Rules Specification (URS). Method: A mix method research composed of a systematic literature review (SLR) and an industrial case study were used to analyze the phenomenon of requirements specification in agile projects. The SLR analyzed 24 primary studies, from an initial set of 2.852 articles. The case study was conducted over 10 months, involving 7 projects and 20 participants. It was investigated the correlation between quality attributes, non-conformities and volatility of the URS. Results: The results pointed out five correlations statistically significant. The URS elaborated presented a partial compliance with the ISO-IEEE 830. The URS showed to be an objective specification, satisfying the needs of the developers and it did not compromise the agility of the process. Conclusions: The results obtained provided explanatory power about the requirements specification in agile projects using RAP. Some limitations related to the lack of automated support and the representation of non-functional requirements impair the adoption of RAP.|None|reject|reject
ESEM|2016|Understanding the Contribution of Non-source Documents in Improving Missing Link Recovery: An Empirical Study|yan sun,qing wang|Missing Link Recovery,Non-Source Documents,Mining Software Repositories,Software Maintenance|Background: Links between issue reports and their fixing commits play an important role in software maintenance. Such link data are often missing in practice and many approaches have been proposed in order to recover them automatically. Most of these approaches focus on comparing log messages and source code files in commits with issues reports. Besides the two kinds of data in commits, non-source documents (NSDs) such as change logs usually record the fixing activities and sometimes share similar texts as those in issue reports. However, few discussions have been made on the role of NSDs in designing link recovery approaches. Aims: This paper aims at understanding whether and how NSDs affect the performance of link recovery approaches. Method: An empirical study is conducted to evaluate the role of NSDs in link recovery approaches in 18 open source projects with 6370 issues and 22761 commits. Results: With the inclusion of NSDs, link recovery approaches can get an average increase in F-Measure ranging from 2.76% - 25.63%. Further examinations show NSDs contribute to the performance improvement in 15 projects and have exceptions in 3 projects. The performance improvement in the 15 projects is mainly from the filtering of noisy links. On average, 23.59% - 76.30% false links can be excluded by exploiting NSDs in the link recovery approach. We also analyze the 3 projects in which NSDs cannot improve the performance. Our finding shows sophisticated data selection in NSDs is necessary. Conclusions: Our preliminary findings demonstrate that involving NSDs can improve the performance of link recovery approaches in most cases.|None|accept|accept
ESEM|2016|Predicting Crashing Releases of Mobile Applications|xin xia,emad shihab,yasutaka kamei,david lo,xinyu wang|Mobile Applications,Crash Release,Prediction Model|The quality of mobile applications has a vital impact on their user's experience, ratings and ultimately overall success. Given the high competition in the mobile application market, i.e., many mobile applications perform the same or similar functionality, users of mobile apps tend to be less tolerant to quality issues. Prior work has shown that crashing mobile app updates, i.e., releases, tend to have a large negative impact on an app's user perceived quality. Therefore, identifying these crashing releases early on so that they can be avoided will help mobile app developers keep their user base and ensure the overall success of their apps. To help mobile developers, we use machine learning techniques to effectively predict mobile app releases that are more likely to cause crashes, i.e., crashing releases. To perform our prediction, we mine and use a number of factors about the mobile releases, that are grouped into six unique dimensions: complexity, time, code, diffusion, commit, and text. We perform an empirical study on 10 open source mobile applications containing a total of 2,638 releases from the F-Droid repository. On average, our approach can achieve F1 and AUC scores that improve over a baseline (random) predictor by 50% and 28%, respectively.  We also find that factors related to text extracted from the commit logs prior to a release are the best predictors of crashing releases and have the largest effect.|None|accept|accept
ESEM|2016|Relationship of Personality Traits with Contribution and Context – An Analysis of Software Development in GitHub|ayushi rastogi,nachiappan nagappan|Empirical Software Engineering,Personality Traits,Contribution,Software Development|Gauging personality traits is essential to comprehend the true nature of online, distributed software development. Such explorations help to understand the implications of contributors' behavior on software development activities and vice-versa, thereby facilitating preemptive measures. In this study, we empirically analyze the relationship of the contributors' personality traits with their level of contribution and the context of the software development in GitHub. Analyses of 243 popular, actively discussed projects suggest that contributors with different levels of contribution have different personality profiles. We find that unlike commercial projects, neuroticism increases with the level of contribution and reputation in GitHub. Analyses of the personality traits of 423 contributors, who actively engage in discussions in different contexts of software development, show marked differences. These differences in personality traits arise based on their role and reputation in the project, the platform to which they contribute and with time. We find that contributors as reviewers are less open to new ideas compared to contributors as reporters.|None|reject|reject
ESEM|2016|The Impact of Task Granularity on Co-evolution Analyses|keisuke miura,shane mcintosh,yasutaka kamei,ahmed e. hassan,naoyasu ubayashi|Work item,Task granularity,Co-change analyses|Substantial research in the software evolution field aims to recover knowledge about development from the project history that is archived in repositories, such as a Version Control System (VCS). However, the data that is archived in these repositories can be analyzed at different levels of granularity. Although software evolution is a well-studied phenomenon at the revision-level, revisions may be too fine-grained to accurately represent development tasks. In this paper, we set out to empirically study the characteristics of work items (i.e., logical groups of revisions that address a single issue) to understand the impact that fine-grained revision-level analyses have on co-change analyses. Through analysis of the VCSs of 14 open source projects that are developed under the Apache Software Foundation, we find that work item grouping has the potential to impact co-change activity, since 5-62 of work items consist of 2 or more revisions. A deeper quantitative analysis shows that: (1) 1-42 of largest work items are entirely composed of small revisions, which traditional approaches to filter or analyze large changes would like miss, (2) 48-97 of revisions that co-change under a single work item cannot be detected using the typical configuration of the sliding time window technique and (3) 14-57 of work items that involve multiple developers, which is a form of collaborative development that cannot be detected at the revision-level. Since the work item granularity is the natural means that practitioners use to separate development tasks, future software evolution studies, especially co-change analyses, should be conducted at the work item level.|None|accept|accept
ESEM|2016|A Controlled Experiment on the Impact of Requirement Granularity on the Effects of Test-driven Development|itir karac,burak turhan,natalia juristo juzgado,rahul mohanani|test-driven development,controlled experiment,requirement granularity,software quality,developer productivity|Context: Test-driven Development (TDD) is an iterative software development process characterized by test-code- refactor cycle. In each cycle, a micro feature is implemented by first writing the unit tests, then adding only necessary code to pass the tests and refactoring. Inexperienced devel- opers may not fully benefit from TDD if they cannot de- compose the task into small sub-tasks and work in micro development cycles. Objective: We aim to investigate the impact of granularity of the requirements on software quality and amount of work done by novice software developers in the context of TDD. Method: We conducted a one-factor crossover experiment with 48 students in the context of a graduate level academic course. Each subject implemented two similar tasks using TDD, described with coarse-grained and fine-grained user stories respectively. Resulting artifacts were evaluated with acceptance test suits and we analyzed the collected data us- ing linear mixed models. Results: Requirement granularity and task are found to be significant factors affecting software quality and amount of work delivered, whereas sequencing of treatments did not have any significant effect. Conclusion: The level of detail the tasks are presented is important with respect to the quality of the products and the work delivered by developers. The ability to have divide- and-conquer skills to break specifications into smaller work items is an important practical skill, at least in the con- text of TDD. Analysis and interpretation of the results of experiments should account for the potential impact of the experimental tasks.|None|reject|reject
ESEM|2016|Bottom-up Adoption of Continuous Delivery in a Stage-gate Managed Software Organization|eero laukkanen,timo o.a. lehtinen,juha itkonen,maria paasivaara,casper lassenius|continuous delivery,stage-gate process,case study|Background: Continuous delivery (CD) is a development practice for decreasing the time-to-market in modern software organizations by keeping software releasable all the time. However, the underlying problems related to CD adoption within a stage-gate development process have not been studied previously. Aims: We investigate the perceived problems of CD adoption in a large global software development unit at Nokia Networks. The adoption was bottom-up: driven by the unit, not by the product management. We especially focus on the stage-gate managed development process used in the unit and how it affects the adoption. Method: The overall research approach is a qualitative single case study on one of the several geographical sites of the development unit. We organized two 2-hour root cause analysis workshops with altogether 15 participants to discover the adoption problems and to explain why and how they occurred. Results: The stage-gate managed development process reduced the time available for the bottom-up CD adoption with three mechanisms: time pressure, process overhead and increased complexity. Time pressure was caused by tight scheduling, process overhead by gate requirements and increased complexity by the use of multiple version control branches for different stages in the process. Due to the lack of time, the adoption was not proceeding as well as expected. In addition, the process limited the available hardware resources and caused delayed integration. Conclusions: Adopting CD in a development organization that needs to conform to a stage-gate managed development process is challenging. Practitioners should either gain support from the management to relax the required process or reduce their expectations on what can be achieved while conforming to the process. To simplify the development process, the use of multiple version control branches could be replaced with feature toggles.|None|accept|accept
ESEM|2016|An Exploratory Study of The Bug and Fix Syntactic Patterns in Java Systems|haidar osman,mircea lungu,oscar nierstrasz|Software Evolution,Automatic Bug Detection,Mining Software Repositories,Bugg Patterns|Bug fixing is a key activity during software maintenance. Analyzing bug fixes is necessary to understand where, how, and when these bugs arise in the code and how programmers usually fix them. In this paper, we focus on finding out the file types that are fixed the most, the size of fixes, and recurrent bug-fix patterns by analyzing two separate corpora: the Java Popular projects corpus (717 projects) and the Eclipse Ecosystem corpus (756 projects). The results show that most bug fixes involve one line of code and the most frequent bugs are missing null checks and missing invocations. We show also that although most fixes affect Java files in Java systems as expected, a significant number of fixes are made to other types of files such as XML and JavaScript files.|None|reject|reject
ESEM|2016|Diagram Size vs. Layout Flaws: Understanding Quality Factors of UML Diagrams|harald storrle|UML Diagrams,Model Understanding,Diagram Size,Diagram Layout Quality|BACKGROUND: Previously, we have defined the notion of diagram size and studied its impact the understanding of design-level UML diagrams. Subsequently, questions have been raised regarding the reliability and generality of our findings. Also, new questions arose regarding how the quality of diagrams could be defined, and how size and quality interact. OBJECTIVE: We aim to improve our previous results in three ways. First, we increase the validity by repeating our analysis on a substantially larger and more diverse data set. Second, we broaden the scope by including more diagram types in our study. Third, we expand our understanding of the factors responsible for the understandability of models. METHOD: We re-analyze modeler performance data from previous experiments (14,000 data points, n = 156 participants). The experiments were based on 60 diagrams of the five most commonly used UML diagram types. We carefully study the structure of our diagram samples and determine their sizes and number of layout faults in an objective way. RESULTS: We confirm and refine earlier findings, and extend their scope to two new diagram types. We show that diagram size and diagram layout flaws are distinct factors, and quantify their impact on diagram understanding. These factors are necessary, but not sufficient in defining diagram quality, as we show by example. As by-products, we provide an improved definition of diagram size, and a (preliminary) notion of diagram quality in terms of layout faults.|None|accept|accept
ESEM|2016|A systematic Review of Scheduling Approaches on Multi-tenancy Cloud-Based Systems|jia ru,jacky w. keung|Multi-tenancy,Scheduling policies,Cloud computing,Resource allocation,SaaS|Multi-tenancy brings different scheduling approaches for cloud systems. Tenants have different requirements of hosted applications, including service function, response time, throughput, requiring different scheduling capabilities and occurred different resource consumption and competition. Different multi-tenancy scheduling approaches have been developed for different service models, such as Software as a Service (SaaS), Platform as a service (PaaS), Infrastructure as a Service (IaaS), and the new momentum Database as a Service (DBaaS). This paper provides a comprehensive review of research studies related to multi-tenancy scheduling on cloud systems to determine primary scheduling approaches and the challenge for multi-tenancy scheduling issues. We adopt systematic literature review method to search and review a large number of related journals and conference papers which are to addressed 4 pre-defined research questions on 4 major online databases. Defining inclusion and exclusion criteria was the initial step before extracting data from selected papers and derived answers addressing our inquires. Based on the inclusion and exclusion criteria, 24 papers were selected, of which 33 approaches are identified. Most of these methods are developed for SaaS (42.42%) and most resource provision approaches are employed on PaaS (36.36%). The results have demonstrated that most of multi-tenancy scheduling solutions are employed on SaaS (application layer) with concern of many aspects, such as data management, data placement, and some other approaches focus on datacenter layer, such as building database or data partition. With the difference of tenants' requirements and functionalities, the choice of cloud systems are changed. Based on our study, designing a multi-tenancy scheduling framework should consider the following 3 factors: computing, QoS and storage resource. Multi-tenancy scheduling approaches mostly consider load balancing problem and QoS parameters, such as response time through negotiating Service Level Agreements (SLA) violations and system performance. This study provides a comprehensive overview of different scheduling approaches dedicated multi-tenant based cloud systems, which is important for future development of multi-tenant based applications for cloud systems.|None|reject|reject
ESEM|2016|Understanding UML Diagrams: An Eye-Tracking study|harald storrle,nick baltsen,henrik christoffersen,anja maier|UML Diagrams,Diagram Understanding,Eye-Tracking|Background: Diagrams are widely used in Software Engineering. Yet, surprisingly little is known about the impact of diagram layout to model understanding. We have previously studied this relationship and presented evidence that layout quality, diagram size, and expertise level are relevant impact factors, while diagram type is not. Objective: Now that we have established the effect as such, we progress to study its cause: the behavior of modelers while reading diagrams. We hope to find which reading strategies for diagrams are most effective, which may or may not depend on diagram type or layout pattern. We hope this will also shed light on the cognitive process of diagram understanding. Method: We conduct an eye tracking study with 28 participants, sub-sampling the diagrams used in previous experiments. We record several objective and subjective performance indicators as well as eye movement and pupil dilation. Results: We discover behavioral regularities and aggregate them into reading strategies which vary with expertise levels, but not with layout quality. Diagram flaws such as line crossings impose the same amount of cognitive load as "regular" diagram elements. Conclusions: Modelers exhibit specific strategies of diagram understanding. Experts employ different strategies than novices, which explains performance differences irrespective of layout quality. These findings are relevant both for reading and creating diagrams and should be adopted by all modelers. These results likely apply to any visual notation in software engineering.|None|reject|reject
