ID$|$Venue$|$Year$|$Title$|$H2$|$H3$|$Ref_ID$|$Cites$|$Author_IDs$|$Authors$|$Abstract
12167$|$11$|$2000$|$Simultaneous Checking of Completeness and Ground Confluence$|$Session 5: Algebraic Specification$|$$|$None$|$$|$10761$|$adel bouhoula$|$None
12168$|$11$|$2000$|$Using LittleJIL to Coordinate Agents in Software Engineering$|$Session 6: Process$|$$|$None$|$$|$4669,4666,4667,4668,2518,3912$|$alexander e. wise,aaron g. cass,barbara staudt lerner,eric k. mccall,leon j. osterweil,stanley m. sutton jr.$|$None
12169$|$11$|$2000$|$Practical Large Scale WhatIf Queries Case Studies with Software Risk Assessment$|$Session 6: Process$|$$|$None$|$$|$772,13561$|$tim menzies,erik sinsel$|$None
12170$|$11$|$2000$|$Exploring and Validating the Contributions of RealWorld Knowledge to the Diagnostic Performance of Automated Database Design Tools$|$Session 7: Design$|$$|$None$|$$|$13562,13563$|$shahrul azman noah,michael d. williams$|$None
12171$|$11$|$2000$|$Using Graph Rewriting to Specify Software Architectural Transformations$|$Session 7: Design$|$$|$None$|$$|$7626,2574$|$hoda fahmy,richard c. holt$|$None
12172$|$11$|$2000$|$Specialization Patterns$|$Session 7: Design$|$$|$None$|$$|$9643,2055,1873$|$ulrik pagh schultz,julia l. lawall,charles consel$|$None
12173$|$11$|$2000$|$Identification of Potentially Infeasible Program Paths by Monitoring the Search for Test Data$|$Session 8: Testing$|$$|$None$|$$|$13564,9019$|$paulo marcos siqueira bueno,mario jino$|$None
12174$|$11$|$2000$|$Generating Test Data for Branch Coverage$|$Session 8: Testing$|$$|$None$|$$|$3526,5159,2546$|$neelam gupta,aditya p. mathur,mary lou soffa$|$None
12175$|$11$|$2000$|$Test Sequences Generation from LUSTRE Descriptions GATeL$|$Session 8: Testing$|$$|$None$|$$|$13385,13565$|$bruno marre,agnes arnould$|$None
12176$|$11$|$2000$|$Automating the Composition of Middleware Configurations$|$Short Papers$|$$|$None$|$$|$3054,605$|$christos kloukinas,valerie issarny$|$None
12177$|$11$|$2000$|$piSPACE A Formal Architecture Description Language Based on Process Algebra for Evolving Software Systems$|$Short Papers$|$$|$None$|$$|$13566,1442$|$christelle chaudet,flavio oquendo$|$None
12178$|$11$|$2000$|$Towards Explicit Representation of Architectural Design Assumptions$|$Short Papers$|$$|$None$|$$|$13567,11970$|$john j. kyaruzi,jan van katwijk$|$None
12179$|$11$|$2000$|$Java Model Checking$|$Short Papers$|$$|$None$|$$|$13568,13569,13570,13571$|$david y. w. park,ulrich stern,jens u. skakkebaek,david l. dill$|$None
12180$|$11$|$2000$|$NonInterference Analysis for Mixed Criticality Code in Avionics Systems$|$Short Papers$|$$|$None$|$$|$13572,13573$|$mike g. hill,thomas w. lake$|$None
12181$|$11$|$2000$|$Automated Security Checking and Patching Using TestTalk$|$Short Papers$|$$|$None$|$$|$146,3680$|$chang liu,debra j. richardson$|$None
12182$|$11$|$2000$|$Controlled Automation of Consistency Enforcement$|$Short Papers$|$$|$None$|$$|$13574$|$klaus-dieter schewe$|$None
12183$|$11$|$2000$|$An Overview of a Method and Its Support Tool for Generating B Specifications from UML Notations$|$Short Papers$|$$|$None$|$$|$13575,13576$|$regine laleau,amel mammar$|$None
12184$|$11$|$2000$|$A Transformational Viewpoint on Design Patterns$|$Short Papers$|$$|$None$|$$|$8657$|$mikal ziane$|$None
12185$|$11$|$2000$|$Issues for the Automatic Generation of Safety Critical Software$|$Short Papers$|$$|$None$|$$|$13508$|$colin o'halloran$|$None
12186$|$11$|$2000$|$An Experiment in Scientific Program Understanding$|$Short Papers$|$$|$None$|$$|$11160$|$mark e. m. stewart$|$None
12187$|$11$|$2000$|$Representing Technology to Promote Reuse in the Software Design Process$|$Short Papers$|$$|$None$|$$|$4683,13577$|$kathleen suzanne barber,sutirtha bhattacharya$|$None
12188$|$11$|$2000$|$Towards the Automatic Assessment of Evolvability for Reusable Class Libraries$|$Short Papers$|$$|$None$|$$|$1226,4767,8722,13578$|$houari a. sahraoui,hakim lounis,mounir boukadoum,frederic etheve$|$None
12189$|$11$|$2000$|$Translating Use Cases to Sequence Diagrams$|$Short Papers$|$$|$None$|$$|$11188$|$liwu li$|$None
12190$|$11$|$2000$|$New Visual Interface for Engineering Use Case Models$|$Short Papers$|$$|$None$|$$|$4802,13579$|$nikolai mansurov,dmitri vasura$|$None
12191$|$11$|$2000$|$Semantic Abstraction Rules for Class Diagrams$|$Short Papers$|$$|$None$|$$|$753$|$alexander egyed$|$None
12192$|$11$|$2000$|$Automatic Derivation of Petri Net Based Distributed Specification with Optimal Allocation of Resources$|$Short Papers$|$$|$None$|$$|$13580,13581,13582,5205$|$khaled el-fakih,hirozumi yamaguchi,gregor von bochmann,teruo higashino$|$None
12193$|$11$|$2000$|$Combining the Best Attributes of Qualitative and Quantitative Risk Management Tool Support$|$Short Papers$|$$|$None$|$$|$4234,13583,13584$|$martin s. feather,steven l. cornford,timothy w. larson$|$None
12194$|$11$|$2000$|$A Group Critic System for ObjectOriented Analysis and Design$|$Short Papers$|$$|$None$|$$|$1392,13585,13586,13587$|$cleidson ronald botelho de souza,jair s. ferreira jr.,kleder miranda goncalves,jacques wainer$|$None
12195$|$11$|$2000$|$Computing Interfaces in Java$|$Short Papers$|$$|$None$|$$|$8210,13588$|$marianne huchard,herve leblanc$|$None
12196$|$11$|$2000$|$Extending UML to Support Domain Analysis$|$Short Papers$|$$|$None$|$$|$1404,11924,13589$|$maurizio morisio,guilherme travassos,michael e. stark$|$None
12197$|$11$|$2000$|$Systematic Generation of Dependable Change Coordination Plans for Automated Switching of Coordination Policies$|$Short Papers$|$$|$None$|$$|$5180,13590$|$prasanta k. bose,mark g. matthews$|$None
12198$|$11$|$1999$|$Can Model Checking Scale to Software Panel$|$Panels$|$$|$None$|$$|$3210$|$david f. redmiles$|$None
12199$|$11$|$1999$|$Evaluation of Automated Software Engineering Systems Panel$|$Panels$|$$|$None$|$$|$2179$|$john penix$|$None
12200$|$11$|$1999$|$Exploration Harnesses ToolSupported Interactive Discovery of Commercial Component Properties$|$Long Papers$|$Requirements and Reuse$|$None$|$$|$13591,749$|$michael a. copenhafer,kevin j. sullivan$|$None
12201$|$11$|$1999$|$An Approach to Software Requirements Elicitation Using the Precepts from Activity Theory$|$Long Papers$|$Requirements and Reuse$|$None$|$$|$13592,13593$|$luiz eduardo galvao martins,beatriz mascia daltrini$|$None
12202$|$11$|$1999$|$Data Mining Library Reuse Patterns in UserSelected Applications$|$Long Papers$|$Requirements and Reuse$|$None$|$$|$3799$|$amir michail$|$None
12203$|$11$|$1999$|$Industrial Applications of Software Synthesis via Category Theory$|$Synthesis$|$$|$None$|$$|$13594,13595$|$keith e. williamson,michael healy$|$None
12204$|$11$|$1999$|$Towards Automatic Imperative Program Synthesis Through Proof Planning$|$Synthesis$|$$|$None$|$$|$13596,12913$|$jamie stark,andrew ireland$|$None
12205$|$11$|$1999$|$An Integration of Deductive Retrieval into Deductive Synthesis$|$Synthesis$|$$|$None$|$$|$2417,1138$|$bernd m. fischer,jonathan p. whittle$|$None
12206$|$11$|$1999$|$Automatic Generation of Test OraclesFrom Pilot Studies to Application$|$Test Synthesis$|$$|$None$|$$|$4234,13597$|$martin s. feather,benjamin d. smith$|$None
12207$|$11$|$1999$|$An Automatic and Optimized Test Generation Technique Applying to TCPIP Protocol$|$Test Synthesis$|$$|$None$|$$|$13598,13045,13599$|$cedric besse,ana r. cavalli,david lee$|$None
12208$|$11$|$1999$|$Siddhartha A Method for Developing DomainSpecific Test Driver Generators$|$Test Synthesis$|$$|$None$|$$|$13600,3680$|$arthur alexander reyes,debra j. richardson$|$None
12209$|$11$|$1999$|$Modular and Incremental Analysis of Concurrent Software Systems$|$Analysis$|$$|$None$|$$|$13601$|$hassen saidi$|$None
12210$|$11$|$1999$|$Automated Translation of UML Models of Architectures for Verification and Simulation Using SPIN$|$Analysis$|$$|$None$|$$|$5180$|$prasanta k. bose$|$None
12211$|$11$|$1999$|$A Visualization Tool for Constraint Program Debugging$|$Analysis$|$$|$None$|$$|$13602,13603$|$frederic goualard,frederic benhamou$|$None
12212$|$11$|$1999$|$Advanced Modelling and Verification Techniques Applied to a Cluster File System$|$Verification$|$$|$None$|$$|$13604$|$charles pecheur$|$None
12213$|$11$|$1999$|$Verification of Picture Generated Code$|$Verification$|$$|$None$|$$|$13508,13605$|$colin o'halloran,alf smith$|$None
12214$|$11$|$1999$|$Combining Fault Avoidance Fault Removal and Fault Tolerance An Integrated Model$|$Verification$|$$|$None$|$$|$1214,12822,13606,13607$|$ali mili,bojan cukic,t. xia,rahma ben ayed$|$None
12215$|$11$|$1999$|$Fixing Some Transformation Problems$|$Transformation$|$$|$None$|$$|$4794$|$ted j. biggerstaff$|$None
12216$|$11$|$1999$|$Retrenchment Extending the Reach of Refinement$|$Transformation$|$$|$None$|$$|$13608,13609$|$michael poppleton,richard banach$|$None
12217$|$11$|$1999$|$An ML Editor Based on ProofsAsPrograms$|$Transformation$|$$|$None$|$$|$1138,13309,13610,13611$|$jonathan p. whittle,alan bundy,richard j. boulton,helen lowe$|$None
12218$|$11$|$1999$|$Evolving ObjectOriented Designs with Refactorings$|$Transformation$|$$|$None$|$$|$13612,386$|$lance tokuda,don s. batory$|$None
12219$|$11$|$1999$|$AML An Architecture MetaLanguage$|$Architecture$|$$|$None$|$$|$4830$|$david s. wile$|$None
12220$|$11$|$1999$|$Automatically Detecting Mismatches During Componentbased and Modelbased Development$|$Architecture$|$$|$None$|$$|$753,4090$|$alexander egyed,cristina gacek$|$None
12221$|$11$|$1999$|$Separating Concerns in Direct Manipulation User Interfaces$|$Architecture$|$$|$None$|$$|$2998$|$r. e. kurt stirewalt$|$None
12222$|$11$|$1999$|$An Overview of Lutess A Specificationbased Tool for Testing Synchronous Software$|$Automated Testing$|$$|$None$|$$|$4747,4750$|$lydie du bousquet,nicolas zuanon$|$None
12223$|$11$|$1999$|$Applying Test Automation to Type Acceptance Testing of Telecom Networks A Case Study with Customer Participation$|$Automated Testing$|$$|$None$|$$|$13613$|$dieter kreuer$|$None
12224$|$11$|$1999$|$UNA Based Iterative Test Data Generation and Its Evaluation$|$Automated Testing$|$$|$None$|$$|$3526,5159,2546$|$neelam gupta,aditya p. mathur,mary lou soffa$|$None
12225$|$11$|$1999$|$Beyond ComponentsConnectionsConstraints Dealing with Software Architecture Difficulties$|$Short Papers$|$$|$None$|$$|$13614,11970$|$john k. kyaruzi,jan van katwijk$|$None
12226$|$11$|$1999$|$Enhancing Annotation Visibility for Software Inspection$|$Short Papers$|$$|$None$|$$|$4934,1651,4935$|$michael stein,mats per erik heimdahl,john riedl$|$None
12227$|$11$|$1999$|$Automatic Synthesis of Control Software for an Industrial Automation Control System$|$Short Papers$|$$|$None$|$$|$13615$|$enrico tronci$|$None
12228$|$11$|$1999$|$Automatic Software Clustering via Latent Semantic Analysis$|$Short Papers$|$$|$None$|$$|$640,13616$|$jonathan i. maletic,naveen valluri$|$None
12229$|$11$|$1999$|$vUML A Tool for Verifying UML Models$|$Short Papers$|$$|$None$|$$|$13617,13618$|$johan lilius,ivan paltor$|$None
12230$|$11$|$1999$|$A Formal Ontology for ReUse of Software Architecture Documents$|$Short Papers$|$$|$None$|$$|$13619,13620$|$christopher a. welty,david a. ferrucci$|$None
12231$|$11$|$1999$|$RuleBased Strategic Reflection Observing and Modifying Behavior at the Architectural Level$|$Short Papers$|$$|$None$|$$|$1176,13621,5127,5474$|$walter cazzola,andrea savigni,andrea sosio,francesco tisato$|$None
12232$|$11$|$1999$|$Development of a ConstraintBased Airlift Scheduler by Program Synthesis from Formal Specifications$|$Short Papers$|$$|$None$|$$|$13622,13623$|$thomas emerson,mark h. burstein$|$None
12233$|$11$|$1999$|$Automatically Structuring Textual Requirement Scenarios$|$Short Papers$|$$|$None$|$$|$13624,13625$|$andreas becks,jorg koller$|$None
12234$|$11$|$1999$|$UMLAUT An Extendible UML Transformation Framework$|$Short Papers$|$$|$None$|$$|$13626,2253,13627,13628$|$wai-ming ho,jean-marc jezequel,alain le guennec,francois pennaneac'h$|$None
12235$|$11$|$1999$|$Software Test Generation Using Refinement Types$|$Short Papers$|$$|$None$|$$|$13629$|$dimitur nikolaev krustev$|$None
12236$|$11$|$1999$|$Automatic Proofs of Properties of Simple C Modules$|$Short Papers$|$$|$None$|$$|$6822,13630$|$carine fedele,emmanuel kounalis$|$None
12237$|$11$|$1999$|$Dynamic Accommodation of Change Automated Architecture Configuration of Distributed Systems$|$Short Papers$|$$|$None$|$$|$650,1409,13631$|$gabriele taentzer,michael goedicke,torsten meyer$|$None
12238$|$11$|$1999$|$Architectural Element Matching Using Concept Analysis$|$Short Papers$|$$|$None$|$$|$8439,2999,4724$|$robert waters,spencer rugaber,gregory d. abowd$|$None
12239$|$11$|$1999$|$Controlled Natural Language Can Replace FirstOrder Logic$|$Short Papers$|$$|$None$|$$|$13632,13633,13634$|$norbert e. fuchs,uta schwertel,sunna torge$|$None
12240$|$11$|$1999$|$A Comparative Study between Linear Programming Validation LPV and other Verification Methods$|$Short Papers$|$$|$None$|$$|$13635,13636$|$samuel devulder,jean-luc lambert$|$None
12241$|$11$|$1999$|$Componentbased Systems as an Aid to Design Validation$|$Short Papers$|$$|$None$|$$|$13637,13638$|$peter henderson,robert john walters$|$None
12242$|$11$|$1999$|$A Metric Based Technique for Design Flaws Detection and Correction$|$Short Papers$|$$|$None$|$$|$7632,1226,7631$|$thierry miceli,houari a. sahraoui,robert godin$|$None
12243$|$11$|$1999$|$Deductive Synthesis of EventBased Software Architectures$|$Short Papers$|$$|$None$|$$|$2179$|$john penix$|$None
12244$|$11$|$1999$|$An Approach to Automatic Code Generation for SafetyCritical Systems$|$Short Papers$|$$|$None$|$$|$917,1651$|$michael w. whalen,mats per erik heimdahl$|$None
12245$|$11$|$1999$|$Implementing Effective Automatic Cryptographic Protocol Analysis$|$Short Papers$|$$|$None$|$$|$13639$|$stephen h. brackin$|$None
12246$|$11$|$1999$|$System for Automated Validation of Embedded Software in Multiple Operating Configurations$|$Short Papers$|$$|$None$|$$|$13640,13641,13642,13643,13644,13645$|$sridevi lingamarla,gautam b. singh,john limburg,mary watson,gary edwards,scott gobrogge$|$None
12247$|$11$|$1999$|$NAVCo Negotiationbased Adaptive View Coordination$|$Short Papers$|$$|$None$|$$|$5180,13590$|$prasanta k. bose,mark g. matthews$|$None
12248$|$11$|$1999$|$Towards Discovery Specification and Verification of Component Usage$|$Short Papers$|$$|$None$|$$|$146,3680$|$chang liu,debra j. richardson$|$None
12249$|$11$|$1999$|$Towards Adaptive Web Agents$|$Short Papers$|$$|$None$|$$|$7731,7728$|$j. william murdock,ashok k. goel$|$None
12250$|$11$|$1998$|$A Tool for Automated System Analysis based on Modular Specifications$|$Session 1a: Specification$|$$|$None$|$$|$5319,313,7884$|$angelo morzenti,pierluigi san pietro,sandro morasca$|$None
12251$|$11$|$1998$|$Management of Evolving Specifications using Category Theory$|$Session 1a: Specification$|$$|$None$|$$|$2988,1163$|$virginie wiels,steve m. easterbrook$|$None
12252$|$11$|$1998$|$Specificationbased Testing of Ada Units with Low Encapsulation$|$Session 1a: Specification$|$$|$None$|$$|$13600,3680$|$arthur alexander reyes,debra j. richardson$|$None
12253$|$11$|$1998$|$Identifying PreConditions with the ZEVES Theorem Prover$|$Session 1a: Specification$|$$|$None$|$$|$5100$|$yves ledru$|$None
12254$|$11$|$1998$|$Planning Equational Verification in CCS$|$Session 1b: Validation and Verification$|$$|$None$|$$|$13552,13309,13646$|$raul monroy borja,alan bundy,ian green$|$None
12255$|$11$|$1998$|$Dont Verify Abstract$|$Session 1b: Validation and Verification$|$$|$None$|$$|$13508,13605$|$colin o'halloran,alf smith$|$None
12256$|$11$|$1998$|$A Design Pattern based Approach to Generating Synchronization Adaptors from Annotated IDL$|$Session 1b: Validation and Verification$|$$|$None$|$$|$13647,4646$|$hans-arno jacobsen,bernd j. kramer$|$None
12257$|$11$|$1998$|$Towards a Theory for Integration of Mathematical Verification and Empirical Testing$|$Session 1b: Validation and Verification$|$$|$None$|$$|$13509,13648,13649$|$michael r. lowry,m. boyd,d. kulkarni$|$None
12258$|$11$|$1998$|$Specificationbased Browsing of Software Component Libraries$|$Session 2b: Reuse$|$$|$None$|$$|$2417$|$bernd m. fischer$|$None
12259$|$11$|$1998$|$Reusability Hypothesis Verification using Machine Learning Techniques A Case Study$|$Session 2b: Reuse$|$$|$None$|$$|$13650,1226,4767$|$yida mao,houari a. sahraoui,hakim lounis$|$None
12260$|$11$|$1998$|$An Automated Approach for Supporting Software Reuse via Reverse Engineering$|$Session 2b: Reuse$|$$|$None$|$$|$1162,13651,2341$|$gerald c. gannod,yonghao chen,betty h. c. cheng$|$None
12261$|$11$|$1998$|$Towards the Automated Debugging and Maintenance of Logicbased Requirements Models$|$Session 3b: Requirements$|$$|$None$|$$|$13652,13653$|$thomas leo mccluskey,margaret mary west$|$None
12262$|$11$|$1998$|$Explanationbased Scenario Generation for Reactive System Models$|$Session 3b: Requirements$|$$|$None$|$$|$3760$|$robert j. hall$|$None
12263$|$11$|$1998$|$Automated Integrative Analysis of Statebased Requirements$|$Session 3b: Requirements$|$$|$None$|$$|$13654,1651$|$barbara j. czerny,mats per erik heimdahl$|$None
12264$|$11$|$1998$|$Automated Software Test Data Generation for Complex Programs$|$Session 4a: Testing$|$$|$None$|$$|$9193,13655$|$christoph c. michael,gary mcgraw$|$None
12265$|$11$|$1998$|$Programmatic Testing of the Standard Template Library Containers$|$Session 4a: Testing$|$$|$None$|$$|$13656,4523,3169$|$jason mcdonald,daniel hoffman,paul a. strooper$|$None
12266$|$11$|$1998$|$Testing using Log File Analysis Tools Methods and Issues$|$Session 4a: Testing$|$$|$None$|$$|$1670$|$jamie andrews$|$None
12267$|$11$|$1998$|$SchemaGuided Synthesis of Constraint Logic Programs$|$Session 4b: Synthesis$|$$|$None$|$$|$13657,13658,13659$|$pierre flener,hamza zidoum,brahim hnich$|$None
12268$|$11$|$1998$|$Automating UI Generation by Model Composition$|$Session 4b: Synthesis$|$$|$None$|$$|$2998,2999$|$r. e. kurt stirewalt,spencer rugaber$|$None
12269$|$11$|$1998$|$On Detecting and Handling Inconsistencies in Integrating Software Architecture Design and Performance Evaluation$|$Session 5a: Short Papers$|$$|$None$|$$|$1409,13631,13660$|$michael goedicke,torsten meyer,c. piwetz$|$None
12270$|$11$|$1998$|$Synthesizing Software Architecture Descriptions from Message Sequence Chart Specifications$|$Session 5a: Short Papers$|$$|$None$|$$|$5059,13661,13662$|$stefan leue,l. mehrmann,mohammad rezai$|$None
12271$|$11$|$1998$|$Componentbased Software Process Support$|$Session 5a: Short Papers$|$$|$None$|$$|$4488,8419,13663,13664$|$kevin a. gary,timothy e. lindquist,harry koehnemann,jean-claude derniame$|$None
12272$|$11$|$1998$|$Illustrating ObjectOriented Library Reuse by Example A Toolbased Approach$|$Session 5a: Short Papers$|$$|$None$|$$|$3799,2250$|$amir michail,david notkin$|$None
12273$|$11$|$1998$|$Dowsing A Tool Framework for DomainOriented Browsing of Software Artifacts$|$Session 5a: Short Papers$|$$|$None$|$$|$8454,2999,7732$|$richard clayton,spencer rugaber,linda m. wills$|$None
12274$|$11$|$1998$|$From Z to BONEiffel$|$Session 5b: Short Papers$|$$|$None$|$$|$1410,10681$|$richard f. paige,jonathan s. ostroff$|$None
12275$|$11$|$1998$|$Detection of Exclusive OR Global Predicates$|$Session 5b: Short Papers$|$$|$None$|$$|$8423,13665,13666$|$e. lee,c. park,d. lee$|$None
12276$|$11$|$1998$|$Statically Checkable Design Level Traits$|$Session 5b: Short Papers$|$$|$None$|$$|$4379,13667$|$yossi gil,y. eckel$|$None
12277$|$11$|$1998$|$Parameterising Algebraic Specifications on Diagrams$|$Session 5b: Short Papers$|$$|$None$|$$|$13668$|$theodosis dimitrakos$|$None
12278$|$11$|$1998$|$A Visualization Concept for Hierarchical Object Models$|$Session 5b: Short Papers$|$$|$None$|$$|$3431,13669,1270,4910$|$stefan berner,stefan joos,martin glinz,martin arnold$|$None
12279$|$11$|$1998$|$Task Oriented Software Understanding$|$Session 6a: Program Understanding and Debugging$|$$|$None$|$$|$8444,5436,13670$|$ali erdem,w. lewis johnson,stacy marsella$|$None
12280$|$11$|$1998$|$Explaining Synthesized Software$|$Session 6a: Program Understanding and Debugging$|$$|$None$|$$|$13461,13537,13509,10119$|$jeffrey van baalen,peter robinson,michael r. lowry,thomas pressburger$|$None
12281$|$11$|$1998$|$A Configurable Automatic Instrumentation Tool for ANSI C$|$Session 6a: Program Understanding and Debugging$|$$|$None$|$$|$13671,13474$|$kevin templer,clinton l. jeffery$|$None
12282$|$11$|$1998$|$The Very Idea of Software Development Environments A Conceptual Architecture for the ARTS Environment Paradigm$|$Session 6b: Synthesis and Development Environments$|$$|$None$|$$|$4452,4453$|$armando martin haeberer,thomas stephen edward maibaum$|$None
12283$|$11$|$1998$|$Planware  DomainSpecific Synthesis of HighPerformance Schedulers$|$Session 6b: Synthesis and Development Environments$|$$|$None$|$$|$13672,13673,13674,5092,13675$|$lee blaine,limei gilham,junbo liu,douglas r. smith,stephen j. westfold$|$None
12284$|$11$|$1998$|$ASSISTing Exit Decisions in Software Inspection$|$Session 7a: Short Papers$|$$|$None$|$$|$7798,13676$|$james miller,fraser macdonald$|$None
12285$|$11$|$1998$|$An Automated Framework for Structural TestData Generation$|$Session 7a: Short Papers$|$$|$None$|$$|$4510,12794,13677,13678$|$nigel tracey,john andrew clark,keith mander,john a. mcdermid$|$None
12286$|$11$|$1998$|$ADLscope An Automated Specificationbased Unit Testing Tool$|$Session 7a: Short Papers$|$$|$None$|$$|$11959,3680$|$juei chang,debra j. richardson$|$None
12287$|$11$|$1998$|$An Empirical Study of the Evolution of a Software System$|$Session 7a: Short Papers$|$$|$None$|$$|$5128,5129,1418,13637$|$r. mark greenwood,brian warboys,rachel harrison,peter henderson$|$None
12288$|$11$|$1998$|$A Coordination System Approach to Software Workflow Process Evolution$|$Session 7a: Short Papers$|$$|$None$|$$|$13679,5075,13680$|$jean-marc andreoli,christer fernstrom,jean-luc meunier$|$None
12289$|$11$|$1998$|$Requirements Engineering and Verification using Specification Animation$|$Session 7b: Short Papers$|$$|$None$|$$|$13681,3169,13682$|$daniel hazel,paul a. strooper,owen traynor$|$None
12290$|$11$|$1998$|$Automated Knowledge Acquisition and Application for Software Development Projects$|$Session 7b: Short Papers$|$$|$None$|$$|$13683,13684$|$e. baisch,t. liedtke$|$None
12291$|$11$|$1998$|$Developing the Designers Toolkit with Software Comprehension Models$|$Session 7b: Short Papers$|$$|$None$|$$|$8348$|$andrew walenstein$|$None
12292$|$11$|$1998$|$Development Assessment and Reengineering of Language Descriptions$|$Session 7b: Short Papers$|$$|$None$|$$|$7666,6315$|$m. p. a. sellink,chris verhoef$|$None
12293$|$11$|$1998$|$Brewing Fresh JAVA from Legacy Lisp  An Experiment in Automated Reverse Engineering$|$Session 7b: Short Papers$|$$|$None$|$$|$7455,13685$|$terry harmer,james m. boyle$|$None
12294$|$11$|$1997$|$Automatic Synthesis of Recursive Programs The ProofPlanning Paradigm$|$Session 1A: Synthesis I$|$$|$None$|$$|$13239,13686,13646$|$alessandro armando,alan smaill,ian green$|$None
12295$|$11$|$1997$|$Moving ProofsAsPrograms into Practice$|$Session 1A: Synthesis I$|$$|$None$|$$|$13687$|$james l. caldwell$|$None
12296$|$11$|$1997$|$A Structured Approach for Synthesizing Planners from Specifications$|$Session 1A: Synthesis I$|$$|$None$|$$|$2606,13688,13689$|$biplav srivastava,subbarao kambhampati,amol dattatraya mali$|$None
12297$|$11$|$1997$|$Formal Specification of HumanComputer Interaction by Graph Grammars under Consideration of Information Resources$|$Session 1B: Requirements and Process$|$$|$None$|$$|$10783$|$bettina sucrow$|$None
12298$|$11$|$1997$|$Processing Natural Language Requirements$|$Session 1B: Requirements and Process$|$$|$None$|$$|$11931,13690$|$vincenzo ambriola,vincenzo gervasi$|$None
12299$|$11$|$1997$|$Tools Supporting the Creation and Evolution of Software Development Knowledge$|$Session 1B: Requirements and Process$|$$|$None$|$$|$5106$|$scott henninger$|$None
12300$|$11$|$1997$|$Distributed Cooperative Formal Methods Tools$|$Session 2A: Verification I$|$$|$None$|$$|$5570,13556,13691,998,13692$|$joseph a. goguen,kai lin,a. mori,grigore rosu,a. sato$|$None
12301$|$11$|$1997$|$Specification and Verification of the Co4 Distributed Knowledge System using LOTOS$|$Session 2A: Verification I$|$$|$None$|$$|$13604$|$charles pecheur$|$None
12302$|$11$|$1997$|$Using KIV to Specify and Verify Architectures of KnowledgeBased Systems$|$Session 2A: Verification I$|$$|$None$|$$|$13693,13694$|$dieter fensel,arno schonegge$|$None
12303$|$11$|$1997$|$A Metricbased Approach to Detect Abstract Data Types and State Encapsulations$|$Session 2B: Reverse Engineering I$|$$|$None$|$$|$3258,1969,8471$|$jean-francois girard,rainer koschke,georg schied$|$None
12304$|$11$|$1997$|$Automatic HighQuality Reengineering of Database Programs by Temporal Abstraction$|$Session 2B: Reverse Engineering I$|$$|$None$|$$|$13695,10352$|$yossi cohen,yishai a. feldman$|$None
12305$|$11$|$1997$|$Extracting Objects from Legacy Imperative Code$|$Session 2B: Reverse Engineering I$|$$|$None$|$$|$13696,13697$|$r. r. sward,thomas c. hartrum$|$None
12306$|$11$|$1997$|$Notes on Refinement Interpolation and Uniformity$|$Session 3A: Refinement$|$$|$None$|$$|$13668,4453$|$theodosis dimitrakos,thomas stephen edward maibaum$|$None
12307$|$11$|$1997$|$Exploiting DomainSpecific Knowledge to Refine Simulation Specifications$|$Session 3A: Refinement$|$$|$None$|$$|$13698,4718,5189$|$david pautler,steven g. woods,alex quilici$|$None
12308$|$11$|$1997$|$Augmenting Abstract Syntax Trees for Program Understanding$|$Session 3B: Program Understanding$|$$|$None$|$$|$13619$|$christopher a. welty$|$None
12309$|$11$|$1997$|$A Contribution to Program Comprehension by Program Analysis Application to Numerical Programs$|$Session 3B: Program Understanding$|$$|$None$|$$|$13699$|$yamine ait ameur$|$None
12310$|$11$|$1997$|$Precise Specification and Automatic Application of Design Patterns$|$Session 4A: Synthesis II$|$$|$None$|$$|$4122,11619,4379$|$amnon h. eden,amiram yehudai,yossi gil$|$None
12311$|$11$|$1997$|$CorrectSchemaGuided Synthesis of Steadfast Programs$|$Session 4A: Synthesis II$|$$|$None$|$$|$13657,3775,13700$|$pierre flener,kung-kiu lau,mario ornaghi$|$None
12312$|$11$|$1997$|$Application of Formal Methods to the Development of a Software Maintenance Tool$|$Session 4B: Maintenance$|$$|$None$|$$|$11226,11227$|$sandrine blazy,philippe facon$|$None
12313$|$11$|$1997$|$TESS Automated Support for the Evolution of Persistent Types$|$Session 4B: Maintenance$|$$|$None$|$$|$4667$|$barbara staudt lerner$|$None
12314$|$11$|$1997$|$Mapping Software Architectures to Efficient Implementations via Partial Evaluation$|$Session 5A: Architecture$|$$|$None$|$$|$13554,13701,1873$|$renaud marlet,scott thibault,charles consel$|$None
12315$|$11$|$1997$|$Automated Configuration of Distributed Applications from Reusable Software Architectures$|$Session 5A: Architecture$|$$|$None$|$$|$3515,2737$|$hassan gomaa,ghulam a. farrukh$|$None
12316$|$11$|$1997$|$Declarative Specification of Software Architectures$|$Session 5A: Architecture$|$$|$None$|$$|$2179,9908,2780$|$john penix,perry alexander,klaus havelund$|$None
12317$|$11$|$1997$|$Applying Concept Formation Methods to Object Identification in Procedural Code$|$Session 5B: Reverse Engineering I$|$$|$None$|$$|$1226,4764,4767,13702$|$houari a. sahraoui,walcelio l. melo,hakim lounis,f. dumont$|$None
